taxid	count	resolved_rank	kingdom	phylum	class	order	family	genus	species
2898	1	species			Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptomonas	Cryptomonas paramaecium
2903	1	species		Haptophyta		Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi
3003	1	species		Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Bacillaria	Bacillaria paxillifer
3005	1	species		Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Sundstroemia	Sundstroemia setigera
3016	1	species			Phaeophyceae	Fucales	Sargassaceae	Sargassum	Sargassum fulvellum
3034	1	species			Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	Rhodomonas salina
3037	1	species		Euglenozoa	Euglenophyceae	Euglenales	Euglenaceae	Euglena	Euglena longa
3039	1	species		Euglenozoa	Euglenophyceae	Euglenales	Euglenaceae	Euglena	Euglena gracilis
3040	1	species		Euglenozoa	Euglenophyceae	Euglenales	Euglenaceae	Euglena	Euglena viridis
3046	1	species	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Dunaliellaceae	Dunaliella	Dunaliella salina
3055	1	species	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas reinhardtii
3074	1	species	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Parachlorella	Parachlorella kessleri
3075	1	species	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Auxenochlorella	Auxenochlorella protothecoides
3076	1	species	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	Chlorella sorokiniana
3077	1	species	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	Chlorella vulgaris
3083	1	species	Viridiplantae	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolaceae	Edaphochlorella	Edaphochlorella mirabilis
3088	1	species	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Tetradesmus	Tetradesmus obliquus
3099	1	species	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Neochloris	Neochloris aquatica
3102	1	species	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Parietochloris	Parietochloris pseudoalveolaris
3105	1	species	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Pediastrum	Pediastrum duplex
3107	1	species	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Hydrodictyon	Hydrodictyon reticulatum
3111	1	species	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Prototheca	Prototheca wickerhamii
3117	1	species	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	Ulva prolifera
3125	1	species	Viridiplantae	Streptophyta	Coleochaetophyceae	Coleochaetales	Coleochaetaceae	Coleochaete	Coleochaete scutata
3130	1	species	Viridiplantae	Chlorophyta	Ulvophyceae	Bryopsidales	Bryopsidaceae	Bryopsis	Bryopsis plumosa
3144	1	species	Viridiplantae	Streptophyta	Chlorokybophyceae	Chlorokybales	Chlorokybaceae	Chlorokybus	Chlorokybus atmophyticus
3159	1	species	Viridiplantae	Chlorophyta	Pedinophyceae	Pedinomonadales	Pedinomonadaceae	Pedinomonas	Pedinomonas minor
3171	1	species	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Myrmecia	Myrmecia israelensis
3175	1	species	Viridiplantae	Streptophyta	Klebsormidiophyceae	Klebsormidiales	Klebsormidiaceae	Klebsormidium	Klebsormidium flaccidum
3180	1	species	Viridiplantae	Streptophyta	Zygnematophyceae	Spirogyrales	Spirogyraceae	Spirogyra	Spirogyra maxima
3190	1	species	Viridiplantae	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Scherffelia	Scherffelia dubia
3192	1	species	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Dunaliellaceae	Spermatozopsis	Spermatozopsis similis
3197	1	species	Viridiplantae	Streptophyta	Marchantiopsida	Marchantiales	Marchantiaceae	Marchantia	Marchantia polymorpha
3213	1	species	Viridiplantae	Streptophyta	Polytrichopsida	Polytrichales	Polytrichaceae	Polytrichum	Polytrichum commune
3218	1	species	Viridiplantae	Streptophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens
3234	1	species	Viridiplantae	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	Anthoceros punctatus
3240	1	species	Viridiplantae	Streptophyta	Polypodiopsida	Psilotales	Psilotaceae	Psilotum	Psilotum nudum
3252	1	species	Viridiplantae	Streptophyta	Lycopodiopsida	Lycopodiales	Lycopodiaceae	Lycopodium	Lycopodium clavatum
3258	1	species	Viridiplantae	Streptophyta	Polypodiopsida	Equisetales	Equisetaceae	Equisetum	Equisetum arvense
3261	1	species	Viridiplantae	Streptophyta	Polypodiopsida	Equisetales	Equisetaceae	Equisetum	Equisetum scirpoides
3262	1	species	Viridiplantae	Streptophyta	Polypodiopsida	Equisetales	Equisetaceae	Equisetum	Equisetum hyemale
3277	1	species	Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Onocleaceae	Matteuccia	Matteuccia struthiopteris
3281	1	species	Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Onocleaceae	Onoclea	Onoclea sensibilis
3284	1	species	Viridiplantae	Streptophyta	Polypodiopsida	Osmundales	Osmundaceae	Osmundastrum	Osmundastrum cinnamomeum
3316	1	species	Viridiplantae	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Thuja	Thuja plicata
3317	1	species	Viridiplantae	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Thuja	Thuja occidentalis
3322	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Cedrus	Cedrus deodara
3324	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Keteleeria	Keteleeria davidiana
3327	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Larix	Larix occidentalis
3329	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea abies
3330	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea glauca
3331	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea pungens
3332	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea sitchensis
3334	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea engelmannii
3335	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea mariana
3339	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus contorta
3342	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus krempfii
3343	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus lambertiana
3346	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus pinea
3348	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus strobus
3349	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus sylvestris
3350	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus thunbergii
3352	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus taeda
3355	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pseudolarix	Pseudolarix amabilis
3369	1	species	Viridiplantae	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Cryptomeria	Cryptomeria japonica
3371	1	species	Viridiplantae	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Metasequoia	Metasequoia glyptostroboides
3377	1	species	Viridiplantae	Streptophyta	Gnetopsida	Welwitschiales	Welwitschiaceae	Welwitschia	Welwitschia mirabilis
3381	1	species	Viridiplantae	Streptophyta	Gnetopsida	Gnetales	Gnetaceae	Gnetum	Gnetum montanum
3382	1	species	Viridiplantae	Streptophyta	Gnetopsida	Gnetales	Gnetaceae	Gnetum	Gnetum gnemon
3383	1	species	Viridiplantae	Streptophyta	Gnetopsida	Gnetales	Gnetaceae	Gnetum	Gnetum ula
3389	1	species	Viridiplantae	Streptophyta	Gnetopsida	Ephedrales	Ephedraceae	Ephedra	Ephedra distachya
3390	1	species	Viridiplantae	Streptophyta	Gnetopsida	Ephedrales	Ephedraceae	Ephedra	Ephedra tweediana
3391	1	species	Viridiplantae	Streptophyta	Gnetopsida	Ephedrales	Ephedraceae	Ephedra	Ephedra altissima
3396	1	species	Viridiplantae	Streptophyta	Cycadopsida	Cycadales	Cycadaceae	Cycas	Cycas revoluta
3403	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Magnolia	Magnolia liliiflora
3406	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Magnolia	Magnolia grandiflora
3407	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Magnolia	Magnolia x soulangeana
3410	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Magnolia	Magnolia macrophylla
3411	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Magnolia	Magnolia salicifolia
3412	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Magnolia	Magnolia virginiana
3414	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Liriodendron	Liriodendron chinense
3415	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Liriodendron	Liriodendron tulipifera
3420	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Canellales	Winteraceae	Tasmannia	Tasmannia lanceolata
3435	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Persea	Persea americana
3442	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Coptis	Coptis japonica
3444	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Nigella	Nigella damascena
3449	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Caltha	Caltha palustris
3453	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Clematis	Clematis rehderiana
3454	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Clematis	Clematis ligusticifolia
3469	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Papaveraceae	Papaver	Papaver somniferum
3472	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Papaveraceae	Sanguinaria	Sanguinaria canadensis
3483	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Cannabis	Cannabis sativa
3485	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Humulus	Humulus japonicus
3486	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Humulus	Humulus lupulus
3490	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Artocarpus	Artocarpus integer
3494	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Ficus	Ficus carica
3498	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Morus	Morus alba
3501	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Urticaceae	Urtica	Urtica dioica
3505	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Betula	Betula pendula
3510	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Myricaceae	Morella	Morella cerifera
3512	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus rubra
3516	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Alnus	Alnus incana
3517	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Alnus	Alnus glutinosa
3522	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Casuarinaceae	Casuarina	Casuarina glauca
3527	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Phytolaccaceae	Phytolacca	Phytolacca americana
3528	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Phytolaccaceae	Phytolacca	Phytolacca acinosa
3530	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Gisekiaceae	Gisekia	Gisekia pharnaceoides
3533	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Petiveriaceae	Rivina	Rivina humilis
3535	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Stegnospermataceae	Stegnosperma	Stegnosperma halimifolium
3538	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Mirabilis	Mirabilis jalapa
3541	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea glabra
3555	1	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Beta	Beta vulgaris
3557	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Patellifolia	Patellifolia patellaris
3559	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium album
3562	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Spinacia	Spinacia oleracea
3565	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus hybridus
3567	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus caudatus
3570	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Dianthus	Dianthus caryophyllus
3580	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium glomeratum
3583	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Portulacaceae	Portulaca	Portulaca grandiflora
3589	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Basellaceae	Basella	Basella alba
3592	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Molluginaceae	Mollugo	Mollugo verticillata
3597	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Pereskia	Pereskia aculeata
3605	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	Vitis aestivalis
3610	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica
3617	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Fagopyrum	Fagopyrum esculentum
3621	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rheum	Rheum rhabarbarum
3625	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia chinensis
3627	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia deliciosa
3631	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Abutilon	Abutilon theophrasti
3634	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium barbadense
3635	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium hirsutum
3636	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium robinsonii
3638	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Thespesia	Thespesia populnea
3641	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Theobroma	Theobroma cacao
3645	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Lecythidaceae	Bertholletia	Bertholletia excelsa
3649	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Caricaceae	Carica	Carica papaya
3654	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Citrullus	Citrullus lanatus
3656	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucumis	Cucumis melo
3659	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucumis	Cucumis sativus
3661	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita maxima
3662	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita moschata
3663	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita pepo
3668	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Lagenaria	Lagenaria siceraria
3670	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Luffa	Luffa aegyptiaca
3673	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Momordica	Momordica charantia
3674	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Momordica	Momordica cochinchinensis
3677	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Trichosanthes	Trichosanthes kirilowii
3685	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora	Passiflora quadrangularis
3690	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus x canadensis
3691	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus nigra
3693	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus tremuloides
3694	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus trichocarpa
3696	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus deltoides
3702	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis thaliana
3704	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Armoracia	Armoracia rusticana
3707	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica juncea
3708	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica napus
3710	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica nigra
3711	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica rapa
3712	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica oleracea
3719	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Capsella	Capsella bursa-pastoris
3724	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Matthiola	Matthiola incana
3726	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus	Raphanus sativus
3728	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Sinapis	Sinapis alba
3730	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Sisymbrium	Sisymbrium irio
3735	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Moringaceae	Moringa	Moringa oleifera
3743	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Sapotaceae	Synsepalum	Synsepalum dulcificum
3747	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria	Fragaria x ananassa
3750	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus domestica
3752	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus sylvestris
3755	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus dulcis
3758	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus domestica
3759	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus yedoensis
3760	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus persica
3765	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa x damascena
3767	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus pyrifolia
3772	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Roridulaceae	Roridula	Roridula gorgonias
3775	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Oxalidales	Cephalotaceae	Cephalotus	Cephalotus follicularis
3785	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Sedum	Sedum rubrotinctum
3795	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Heuchera	Heuchera micrantha
3806	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Bauhinia	Bauhinia purpurea
3813	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Albizia	Albizia julibrissin
3816	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Abrus	Abrus precatorius
3818	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	Arachis hypogaea
3821	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cajanus	Cajanus cajan
3824	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Canavalia	Canavalia gladiata
3827	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cicer	Cicer arietinum
3830	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Crotalaria	Crotalaria pallida
3832	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cyamopsis	Cyamopsis tetragonoloba
3847	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine max
3848	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine soja
3850	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Griffonia	Griffonia simplicifolia
3855	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus clymenum
3859	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus odoratus
3860	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus sativus
3862	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus tingitanus
3864	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lens	Lens culinaris
3870	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus	Lupinus albus
3873	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus	Lupinus luteus
3878	1	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	Medicago sativa
3880	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	Medicago truncatula
3882	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Onobrychis	Onobrychis viciifolia
3884	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Phaseolus	Phaseolus lunatus
3885	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Phaseolus	Phaseolus vulgaris
3888	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus oleraceus
